Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Mississippi,US,2022-04-06 04:31:32,32.7416,-89.6787,795298,12407,,,28.0,26722.3852031602,,,1.560044159547742,84000028.0,USA,,
Missouri,US,2022-04-06 04:31:32,38.4561,-92.2884,1416902,20168,,,29.0,23086.250461919884,9853234.0,,1.4233870796992312,84000029.0,USA,160543.37419518403,
Montana,US,2022-04-06 04:31:32,46.9219,-110.4544,272727,3249,,,30.0,25517.64725696076,2794246.0,,1.1913011913011913,84000030.0,USA,261443.0686260383,
Nebraska,US,2022-04-06 04:31:32,41.1254,-98.2681,477893,4164,,,31.0,24704.870947597403,5405780.0,,0.8713247526119864,84000031.0,USA,279453.9724815034,
Nevada,US,2022-04-06 04:31:32,38.3135,-117.0554,706772,10091,,,32.0,22945.98065812251,,,1.4277588812233648,84000032.0,USA,,
New Hampshire,US,2022-04-06 04:31:32,43.4525,-71.5639,302541,2452,,,33.0,22250.389972575053,3662295.0,,0.8104686637513593,84000033.0,USA,269343.6325807469,
New Jersey,US,2022-04-06 04:31:32,40.2989,-74.521,2206255,33264,,,34.0,24839.088107775224,17801077.0,,1.5077132969670324,84000034.0,USA,200413.15261213726,
New Mexico,US,2022-04-06 04:31:32,34.8405,-106.2485,518557,7315,,,35.0,24730.533581899144,6825347.0,,1.4106453099659246,84000035.0,USA,325508.04095136037,
New York,US,2022-04-06 04:31:32,42.1657,-74.9481,5012350,68015,,,36.0,25765.7197055079,104920378.0,,1.3569483376061129,84000036.0,USA,539337.6462026669,
North Carolina,US,2022-04-06 04:31:32,35.6301,-79.8064,2633131,23239,,,37.0,25105.92973893039,22856856.0,,0.8825614828886219,84000037.0,USA,217931.66416287282,
North Dakota,US,2022-04-06 04:31:32,47.5289,-99.78399999999999,240016,2246,,,38.0,31481.428020292315,,,0.9361922070126882,84000038.0,USA,,
Northern Mariana Islands,US,2022-04-06 04:31:32,15.0979,145.6739,11158,33,,,69.0,20234.295662266068,,,0.2957519268686145,580.0,MNP,,
Ohio,US,2022-04-06 04:31:32,40.3888,-82.7649,2672801,38166,,,39.0,22865.755276283042,22110216.0,,1.423300874251394,84000039.0,USA,189152.42405317773,
Oklahoma,US,2022-04-06 04:31:32,35.5653,-96.9289,1035301,15520,,,40.0,26163.977446385128,,,1.4990809436096362,84000040.0,USA,,
Oregon,US,2022-04-06 04:31:32,44.571999999999996,-122.0709,704515,7147,,,41.0,16703.6256646633,10871144.0,,1.0144567539371057,84000041.0,USA,257748.26642818176,
Pennsylvania,US,2022-04-06 04:31:32,40.5908,-77.2098,2784487,44348,,,42.0,21750.4248753846,24937685.0,,1.5926811653277606,84000042.0,USA,194795.39468437288,
Puerto Rico,US,2022-04-06 04:31:32,18.2208,-66.5901,483024,4171,,,72.0,15124.30433222469,3935350.0,,0.8635181688694558,630.0,PRI,123222.51286441345,
Rhode Island,US,2022-04-06 04:31:32,41.6809,-71.5118,362267,3523,,,44.0,34196.74690686178,7652991.0,,0.9724871434604864,84000044.0,USA,722415.7770580567,
South Carolina,US,2022-04-06 04:31:32,33.8569,-80.945,1469706,17650,,,45.0,28545.108545551368,12761643.0,,1.2009204562000837,84000045.0,USA,247860.78620797352,
South Dakota,US,2022-04-06 04:31:32,44.2998,-99.4388,237109,2883,,,46.0,26802.304616807152,1299574.0,,1.2158964864260742,84000046.0,USA,146901.12235335875,
Tennessee,US,2022-04-06 04:31:32,35.7478,-86.6923,2021445,25671,,,47.0,29600.139050491318,12731681.0,,1.269933141886126,84000047.0,USA,186430.7601475669,
Texas,US,2022-04-06 04:31:32,31.0545,-97.5635,6741500,87509,,,48.0,23240.159524726976,47755718.0,,1.2986057080242166,84000048.0,USA,164698.28249053718,
Utah,US,2022-04-06 04:31:32,40.15,-111.8624,927922,4714,,,49.0,28943.672998835293,5961990.0,,0.5080168376221277,84000049.0,USA,185965.94216143817,
Vermont,US,2022-04-06 04:31:32,44.0459,-72.7107,117309,620,,,50.0,18799.850638392665,3485931.0,,0.5285186984800825,84000050.0,USA,558652.6365048102,
Virgin Islands,US,2022-04-06 04:31:32,18.3358,-64.8963,15708,111,,,78.0,14643.696162881753,348820.0,,0.7066462948815891,850.0,VIR,325185.51664988627,
Virginia,US,2022-04-06 04:31:32,37.7693,-78.17,1672450,19754,,,51.0,19594.00476995013,13196984.0,,1.1811414392059554,84000051.0,USA,154612.55490146528,
Washington,US,2022-04-06 04:31:32,47.4009,-121.4905,1458424,12515,,,53.0,19152.25860691673,,,0.8581180781446274,84000053.0,USA,,
West Virginia,US,2022-04-06 04:31:32,38.4912,-80.9545,498104,6744,,,54.0,27793.70219072431,6042048.0,,1.3539341181761242,84000054.0,USA,337140.2011107348,
Wisconsin,US,2022-04-06 04:31:32,44.2685,-89.6165,1587255,14334,,,55.0,27261.021765124347,,,0.9030685050606236,84000055.0,USA,,
Wyoming,US,2022-04-06 04:31:32,42.756,-107.3025,156264,1796,,,56.0,26999.83931135412,1394415.0,,1.1493370194030614,84000056.0,USA,240931.89047600122,
